Timestamp,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 3+4?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 5 - 2?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,What is your Prolific ID?
9/6/2024 11:25:47,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,5,P0100
9/6/2024 11:25:51,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0101
9/6/2024 11:26:05,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,7,Model 1,Model 2,Model 1,4,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0102
9/6/2024 11:26:07,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,3,P0103
9/6/2024 11:26:08,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,4,P0104
9/6/2024 11:26:09,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,2,P0105
9/6/2024 11:26:15,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0106
9/6/2024 11:26:17,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,5,P0107
9/6/2024 11:26:18,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0108
9/6/2024 11:26:28,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,2,P0109
9/6/2024 11:26:31,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,5,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,5,P0110
9/6/2024 11:26:32,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 2,Model 2,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0111
9/6/2024 11:26:44,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 2,3,P0112
9/6/2024 11:26:47,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0113
9/6/2024 11:26:49,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0114
9/6/2024 11:27:01,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0115
9/6/2024 11:27:05,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,3,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0116
9/6/2024 11:27:08,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0117
9/6/2024 11:27:20,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,2,P0118
9/6/2024 11:27:25,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0119
9/6/2024 11:27:28,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 2,3,P0120
9/6/2024 11:27:29,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,5,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,5,P0121
9/6/2024 11:27:37,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,3,P0122
9/6/2024 11:27:38,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0088
9/6/2024 11:27:40,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0123
9/6/2024 11:27:44,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0124
9/6/2024 11:27:45,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0125
9/6/2024 11:27:45,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0126
9/6/2024 11:27:45,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,3,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0127
9/6/2024 11:27:46,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,5,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0128
9/6/2024 11:27:51,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,2,P0129
9/6/2024 11:27:53,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,3,Model 2,Model 1,Model 2,2,P0130
9/6/2024 11:27:55,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,2,P0097
9/6/2024 11:27:56,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0131
9/6/2024 11:28:04,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 2,Model 1,4,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,4,P0132
9/6/2024 11:28:26,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,5,P0133
9/6/2024 11:28:29,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,3,P0134
9/6/2024 11:28:39,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,2,P0135
9/6/2024 11:28:40,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 2,Model 1,3,P0136
9/6/2024 11:28:43,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,2,P0137
9/6/2024 11:28:44,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,1,P0138
9/6/2024 11:28:49,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0139
9/6/2024 11:28:52,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0140
9/6/2024 11:28:52,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,1,P0141
9/6/2024 11:28:55,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 2,4,P0142
9/6/2024 11:28:58,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,4,P0143
9/6/2024 11:29:01,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0144
9/6/2024 11:29:13,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,3,P0145
9/6/2024 11:29:16,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0146
9/6/2024 11:29:26,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,2,P0147
9/6/2024 11:29:29,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0148
9/6/2024 11:29:30,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0149
9/6/2024 11:29:33,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,5,P0150
9/6/2024 11:29:33,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 2,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,4,P0151
9/6/2024 11:29:33,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0152
9/6/2024 11:29:41,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 1,3,P0153
9/6/2024 11:29:47,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,3,P0154
9/6/2024 11:29:49,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,4,P0155
9/6/2024 11:29:50,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0156
9/6/2024 11:29:52,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0157
9/6/2024 11:29:59,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 2,5,P0158
9/6/2024 11:30:02,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 1,Model 1,Model 1,4,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 1,4,P0159
9/6/2024 11:30:02,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0160
9/6/2024 11:30:06,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,5,P0161
9/6/2024 11:30:07,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0162
9/6/2024 11:30:08,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0163
9/6/2024 11:30:09,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0164
9/6/2024 11:30:12,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 2,Model 2,2,P0165
9/6/2024 11:30:12,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,3,P0166
9/6/2024 11:30:13,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0167
9/6/2024 11:30:21,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0168
9/6/2024 11:30:24,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,1,P0169
9/6/2024 11:30:35,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 1,4,P0170
9/6/2024 11:30:36,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,2,P0171
9/6/2024 11:30:47,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,1,P0172
9/6/2024 11:30:47,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0173
9/6/2024 11:30:49,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 1,3,P0174
9/6/2024 11:30:52,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,4,P0175
9/6/2024 11:30:53,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,3,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 1,4,P0176
9/6/2024 11:30:54,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,5,P0177
9/6/2024 11:31:01,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 1,2,P0136
9/6/2024 11:31:03,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0178
9/6/2024 11:31:16,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0179
9/6/2024 11:31:17,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0180
9/6/2024 11:31:17,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,7,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 2,2,P0147
9/6/2024 11:31:19,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,3,P0181
9/6/2024 11:31:21,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 2,4,P0182
9/6/2024 11:31:30,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 1,2,P0183
9/6/2024 11:31:39,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 2,3,P0184
9/6/2024 11:31:43,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0185
9/6/2024 11:31:45,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,5,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 1,4,P0186
9/6/2024 11:31:47,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0187
9/6/2024 11:31:49,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 2,2,P0188
9/6/2024 11:31:57,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0189
9/6/2024 11:32:07,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0190
9/6/2024 11:32:11,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,7,Model 1,Model 1,Model 2,5,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,5,P0191
9/6/2024 11:32:13,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,3,P0192
9/6/2024 11:32:21,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0193
9/6/2024 11:32:23,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0194
9/6/2024 11:32:34,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,4,P0195
9/6/2024 11:32:41,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 2,4,P0196
9/6/2024 11:32:46,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,4,P0197
9/6/2024 11:32:48,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,3,P0198
9/6/2024 11:32:49,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0199
9/6/2024 11:32:51,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 2,4,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0176
